,location,total_sqft,bath,price,bhk
571,BEML Layout,1060.0,2,55.0,2
572,BEML Layout,2000.0,3,85.0,3
573,BEML Layout,999.0,2,45.0,2
574,BEML Layout,2000.0,2,85.0,3
575,BEML Layout,1194.0,2,65.0,2
576,BEML Layout,1200.0,2,67.0,2
577,BEML Layout,2000.0,3,85.0,3
578,BEML Layout,2000.0,3,85.0,3
579,BEML Layout,1194.0,2,65.0,2
580,BTM 2nd Stage,950.0,2,52.0,2
581,BTM 2nd Stage,1850.0,3,170.0,3
582,BTM 2nd Stage,1200.0,2,80.0,2
583,BTM 2nd Stage,1274.0,2,70.0,2
584,BTM 2nd Stage,1200.0,2,35.0,2
585,BTM 2nd Stage,1250.0,3,50.0,3
586,BTM 2nd Stage,1070.0,2,48.0,2
587,BTM 2nd Stage,1280.0,2,80.0,2
588,BTM 2nd Stage,1100.0,2,70.0,2
589,BTM 2nd Stage,1000.0,2,58.0,2
590,BTM 2nd Stage,2990.0,5,416.0,5
591,BTM 2nd Stage,1265.0,2,55.0,2
592,BTM 2nd Stage,2200.0,3,220.0,3
593,BTM 2nd Stage,2780.0,4,325.0,3
594,BTM 2nd Stage,2400.0,2,360.0,3
595,BTM 2nd Stage,965.0,2,56.0,2
596,BTM 2nd Stage,1147.0,2,75.0,2
597,BTM 2nd Stage,1750.0,3,172.0,3
598,BTM 2nd Stage,1400.0,2,90.0,2
599,BTM 2nd Stage,1200.0,2,70.0,2
600,BTM 2nd Stage,1100.0,2,47.0,2
601,BTM 2nd Stage,930.0,2,46.0,2
602,BTM 2nd Stage,1265.0,2,55.0,3
603,BTM 2nd Stage,2500.0,3,345.0,3
604,BTM Layout,1150.0,2,63.0,2
605,BTM Layout,3300.0,6,165.0,6
606,BTM Layout,1450.0,2,81.0,3
607,BTM Layout,1776.0,2,75.0,3
608,BTM Layout,1458.0,3,79.0,3
609,BTM Layout,935.0,2,51.5,2
610,BTM Layout,1020.0,2,46.5,2
611,BTM Layout,1600.0,3,112.0,3
612,BTM Layout,1300.0,2,75.0,3
613,BTM Layout,1540.0,2,78.0,3
614,BTM Layout,450.0,1,20.0,1
615,BTM Layout,1196.0,2,56.81,2
616,BTM Layout,1470.0,2,99.0,3
617,Babusapalaya,1358.0,2,43.4,3
618,Babusapalaya,1213.0,2,41.39,3
619,Babusapalaya,1611.0,2,66.0,3
620,Babusapalaya,1167.0,2,39.98,3
621,Babusapalaya,1675.0,3,75.0,3
622,Babusapalaya,1141.0,2,46.0,2
623,Babusapalaya,1500.0,2,57.0,2
624,Babusapalaya,1453.0,2,43.59,3
625,Babusapalaya,1050.0,2,45.0,2
626,Babusapalaya,1141.0,2,45.9,2
627,Babusapalaya,1358.0,2,43.1,3
628,Babusapalaya,1230.0,3,53.0,3
629,Babusapalaya,1105.0,2,40.0,2
630,Babusapalaya,1410.0,2,65.0,3
631,Babusapalaya,1450.0,2,55.99,2
632,Babusapalaya,1100.0,2,38.0,2
633,Babusapalaya,1213.0,2,36.37,3
634,Babusapalaya,1061.0,2,33.84,2
635,Babusapalaya,1061.0,2,38.95,2
636,Babusapalaya,1061.0,2,34.0,2
637,Babusapalaya,1245.0,2,58.0,2
638,Badavala Nagar,1494.0,2,94.55,3
639,Badavala Nagar,1274.0,2,81.0,2
640,Badavala Nagar,1842.0,3,115.0,3
641,Badavala Nagar,1494.0,2,94.55,3
642,Badavala Nagar,1274.0,2,81.0,2
643,Badavala Nagar,1494.0,2,94.55,3
644,Badavala Nagar,1842.0,3,115.0,3
645,Badavala Nagar,1842.0,3,115.0,3
646,Badavala Nagar,1842.0,3,115.0,3
647,Balagere,1210.0,2,80.9,2
648,Balagere,1210.0,2,72.0,2
649,Balagere,1205.0,2,78.5,2
650,Balagere,790.5,1,41.9,1
651,Balagere,1145.0,2,65.0,2
652,Balagere,1012.0,2,54.59,2
653,Balagere,1020.07,2,68.38,2
654,Balagere,1205.47,2,81.0,2
655,Balagere,1007.0,2,65.0,2
656,Balagere,1205.0,2,70.0,2
657,Balagere,1210.0,2,74.0,2
658,Balagere,1210.0,2,83.0,2
659,Balagere,675.0,1,45.0,1
660,Balagere,656.0,1,43.0,1
661,Balagere,1012.0,2,54.59,2
662,Balagere,1012.0,2,64.0,2
663,Balagere,1007.0,2,62.0,2
664,Balagere,1007.0,2,67.0,2
665,Balagere,1007.0,2,66.0,2
666,Balagere,1205.0,2,63.86,2
667,Balagere,1012.0,2,53.58,2
668,Balagere,645.0,1,34.18,1
669,Balagere,1007.0,2,53.0,2
670,Balagere,1210.0,2,69.0,2
671,Balagere,790.5,1,42.295,1
672,Balagere,1012.0,2,65.0,2
673,Balagere,656.0,1,38.77,1
674,Balagere,645.0,1,39.0,1
675,Balagere,645.0,1,41.0,1
676,Balagere,1210.0,2,82.0,2
677,Balagere,656.0,1,34.77,1
678,Balagere,1205.0,2,73.87,2
679,Balagere,1012.0,2,70.0,2
680,Balagere,1007.0,2,68.0,2
681,Balagere,1205.0,2,67.0,2
682,Balagere,1205.0,2,79.0,2
683,Balagere,1012.0,2,68.0,2
684,Banashankari,1200.0,2,42.0,3
685,Banashankari,1077.0,2,37.64,2
686,Banashankari,1470.0,2,88.64,3
687,Banashankari,1300.0,2,75.0,3
688,Banashankari,1800.0,3,115.0,3
689,Banashankari,1125.0,2,63.0,2
690,Banashankari,1340.0,2,53.6,3
691,Banashankari,1310.0,2,80.0,2
692,Banashankari,2600.0,4,135.0,3
693,Banashankari,1900.0,2,170.0,3
694,Banashankari,1260.0,2,75.0,2
695,Banashankari,1170.0,2,46.79,2
696,Banashankari,2500.0,4,95.0,4
697,Banashankari,1350.0,2,83.0,3
698,Banashankari,1425.0,3,49.88,3
699,Banashankari,1330.0,2,78.0,2
700,Banashankari,1400.0,2,78.0,3
701,Banashankari,1700.0,3,125.0,3
702,Banashankari,1020.0,2,40.79,2
703,Banashankari,1600.0,2,63.98,2
704,Banashankari,1041.0,2,36.44,2
705,Banashankari,2400.0,1,200.0,1
706,Banashankari,1390.0,2,86.0,2
707,Banashankari,1460.0,2,70.0,2
708,Banashankari,1200.0,2,60.0,2
709,Banashankari,1290.0,2,80.0,2
710,Banashankari,1186.0,2,65.0,2
711,Banashankari,1650.0,3,101.0,3
712,Banashankari,1300.0,2,55.0,3
713,Banashankari,1181.0,2,75.0,2
714,Banashankari,1105.0,2,90.0,2
715,Banashankari,720.0,1,60.0,1
716,Banashankari,1040.0,2,45.0,2
717,Banashankari,1330.0,2,77.0,2
718,Banashankari,1200.0,2,49.0,2
719,Banashankari,1185.0,2,67.0,2
720,Banashankari,1000.0,2,50.0,2
721,Banashankari,1650.0,3,90.75,3
722,Banashankari,1650.0,3,101.0,3
723,Banashankari,1310.0,2,80.43,2
724,Banashankari,600.0,1,27.0,2
725,Banashankari,1430.0,2,87.8,2
726,Banashankari,1020.0,2,42.83,2
727,Banashankari,1372.0,2,48.02,3
728,Banashankari,1540.0,3,80.0,3
729,Banashankari,1195.0,2,35.84,2
730,Banashankari,1683.0,3,115.0,3
731,Banashankari,1800.0,3,125.0,3
732,Banashankari,1175.0,2,41.13,2
733,Banashankari,1750.0,2,89.0,3
734,Banashankari,1800.0,3,175.0,3
735,Banashankari,1450.0,2,50.75,2
736,Banashankari,1770.0,3,108.0,3
737,Banashankari,1800.0,3,125.0,3
738,Banashankari,1200.0,2,42.0,3
739,Banashankari,1420.0,3,66.0,3
740,Banashankari,1200.0,3,74.52,3
741,Banashankari,1100.0,2,63.0,2
742,Banashankari,1020.0,2,40.79,2
743,Banashankari,1260.0,2,75.0,2
744,Banashankari,1340.0,2,53.6,3
745,Banashankari,1426.0,3,85.0,3
746,Banashankari Stage II,1700.0,2,150.0,2
747,Banashankari Stage II,1200.0,2,150.0,4
748,Banashankari Stage II,1500.0,2,120.0,3
749,Banashankari Stage II,2400.0,3,510.0,5
750,Banashankari Stage II,500.0,2,55.0,2
751,Banashankari Stage II,1050.0,3,125.0,4
752,Banashankari Stage II,1240.0,2,59.52,3
753,Banashankari Stage II,1250.0,2,110.0,2
754,Banashankari Stage II,1260.0,2,95.0,3
755,Banashankari Stage II,2400.0,2,300.0,3
756,Banashankari Stage II,1400.0,2,100.0,2
757,Banashankari Stage II,2800.0,3,425.0,5
758,Banashankari Stage II,3000.0,3,450.0,3
759,Banashankari Stage II,1200.0,2,198.0,3
760,Banashankari Stage II,1245.0,2,125.0,2
761,Banashankari Stage III,1305.0,2,58.7,3
762,Banashankari Stage III,1145.0,2,58.4,2
763,Banashankari Stage III,1650.0,3,118.0,3
764,Banashankari Stage III,2400.0,4,240.0,4
765,Banashankari Stage III,1350.0,2,68.0,3
766,Banashankari Stage III,2000.0,4,100.0,4
767,Banashankari Stage III,1305.0,2,59.0,3
768,Banashankari Stage III,1305.0,2,60.0,3
769,Banashankari Stage III,1200.0,2,42.0,2
770,Banashankari Stage III,1305.0,2,59.0,3
771,Banashankari Stage III,1480.0,3,75.48,3
772,Banashankari Stage III,1305.0,2,59.0,3
773,Banashankari Stage III,1304.0,2,111.0,2
774,Banashankari Stage III,3000.0,6,150.0,6
775,Banashankari Stage III,1085.0,2,50.0,2
776,Banashankari Stage III,1500.0,2,100.0,3
777,Banashankari Stage III,2100.0,3,147.0,4
778,Banashankari Stage III,1420.0,2,95.0,3
779,Banashankari Stage V,1300.0,2,58.5,3
780,Banashankari Stage V,1305.0,2,49.0,3
781,Banashankari Stage V,1035.0,2,35.77,2
782,Banashankari Stage V,1355.0,2,61.0,3
783,Banashankari Stage V,1510.0,3,47.57,3
784,Banashankari Stage V,1650.0,3,51.98,3
785,Banashankari Stage V,1630.0,3,51.35,3
786,Banashankari Stage V,1510.0,3,47.57,3
787,Banashankari Stage V,1315.0,2,49.0,3
788,Banashankari Stage V,1540.0,3,48.51,3
789,Banashankari Stage V,920.0,2,41.5,2
790,Banashankari Stage VI,1177.5,2,59.935,2
791,Banashankari Stage VI,4800.0,4,190.0,4
792,Banashankari Stage VI,2800.0,4,89.0,4
793,Banashankari Stage VI,2200.0,4,195.0,4
794,Banashankari Stage VI,1160.0,2,59.0,2
795,Banashankari Stage VI,1180.0,2,59.47,2
796,Banashankari Stage VI,1423.0,2,71.73,3
797,Banashankari Stage VI,1392.0,3,69.46,3
798,Banashankari Stage VI,1410.5,2,70.385,3
799,Banashankari Stage VI,4800.0,3,200.0,4
800,Banaswadi,1184.0,2,53.0,2
801,Banaswadi,1145.0,2,55.0,2
802,Banaswadi,1250.0,2,60.0,2
803,Banaswadi,1365.0,2,73.0,2
804,Banaswadi,1903.0,6,140.0,5
805,Banaswadi,1222.0,2,80.0,2
806,Banaswadi,870.0,2,38.0,2
807,Banaswadi,1200.0,2,60.0,2
808,Banaswadi,1600.0,3,74.5,3
809,Banaswadi,527.0,1,35.0,1
810,Banaswadi,1340.0,2,73.0,2
811,Banaswadi,1008.0,2,52.0,2
812,Banaswadi,1105.0,2,57.0,2
813,Banjara Layout,1200.0,2,70.0,2
814,Banjara Layout,1050.0,2,64.8,2
815,Banjara Layout,753.0,3,59.5,2
816,Banjara Layout,2500.0,4,140.0,3
817,Bannerghatta,1665.0,3,110.0,3
818,Bannerghatta,2370.0,4,195.0,3
819,Bannerghatta,1100.0,2,66.0,2
820,Bannerghatta,1113.0,2,70.0,2
821,Bannerghatta,1200.0,2,73.2,2
822,Bannerghatta,1070.0,2,87.0,2
823,Bannerghatta,1776.0,3,124.0,3
824,Bannerghatta Road,500.0,1,18.5,1
825,Bannerghatta Road,1050.0,2,65.0,2
826,Bannerghatta Road,1200.0,2,125.0,4
827,Bannerghatta Road,1170.0,2,66.0,3
828,Bannerghatta Road,595.0,1,33.32,1
829,Bannerghatta Road,1445.0,3,95.0,3
830,Bannerghatta Road,1640.0,2,120.0,3
831,Bannerghatta Road,1380.0,3,58.0,4
832,Bannerghatta Road,1460.0,2,90.0,3
833,Bannerghatta Road,1556.0,2,59.13,3
834,Bannerghatta Road,1179.0,2,66.02,2
835,Bannerghatta Road,1122.5,2,58.935,2
836,Bannerghatta Road,793.0,2,45.0,2
837,Bannerghatta Road,1484.0,3,52.5,3
838,Bannerghatta Road,1400.0,2,78.0,2
839,Bannerghatta Road,2700.0,5,158.0,5
840,Bannerghatta Road,1215.0,2,50.0,2
841,Bannerghatta Road,1654.0,3,100.0,3
842,Bannerghatta Road,1181.0,2,55.0,2
843,Bannerghatta Road,1460.0,2,72.0,3
844,Bannerghatta Road,1200.0,2,75.0,2
845,Bannerghatta Road,1760.0,3,67.0,3
846,Bannerghatta Road,595.0,1,31.83,1
847,Bannerghatta Road,1105.0,2,51.0,2
848,Bannerghatta Road,1255.0,2,65.26,2
849,Bannerghatta Road,1550.0,3,78.0,3
850,Bannerghatta Road,1550.0,3,82.0,3
851,Bannerghatta Road,1550.0,2,75.0,3
852,Bannerghatta Road,1650.0,3,122.0,3
853,Bannerghatta Road,912.0,2,55.0,2
854,Bannerghatta Road,1218.0,2,73.0,2
855,Bannerghatta Road,1427.0,2,48.51,3
856,Bannerghatta Road,1115.0,2,65.12,2
857,Bannerghatta Road,1344.0,2,42.0,3
858,Bannerghatta Road,1893.0,3,100.0,3
859,Bannerghatta Road,1600.0,3,95.0,3
860,Bannerghatta Road,1275.0,2,65.0,2
861,Bannerghatta Road,892.0,2,39.0,2
862,Bannerghatta Road,1880.0,3,95.0,3
863,Bannerghatta Road,1260.0,2,70.0,2
864,Bannerghatta Road,1788.0,3,90.0,3
865,Bannerghatta Road,1157.0,2,40.0,2
866,Bannerghatta Road,1150.0,2,65.0,2
867,Bannerghatta Road,10000.0,4,450.0,4
868,Bannerghatta Road,1100.0,2,39.0,2
869,Bannerghatta Road,1400.0,3,68.0,3
870,Bannerghatta Road,1725.0,3,110.0,3
871,Bannerghatta Road,1850.0,6,150.0,6
872,Bannerghatta Road,9000.0,4,390.0,3
873,Bannerghatta Road,950.0,2,38.0,2
874,Bannerghatta Road,1220.0,2,80.0,2
875,Bannerghatta Road,1130.0,2,78.0,2
876,Bannerghatta Road,1350.0,2,51.0,3
877,Bannerghatta Road,1486.0,3,83.22,3
878,Bannerghatta Road,1460.0,2,75.0,3
879,Bannerghatta Road,1015.0,2,48.0,2
880,Bannerghatta Road,1115.0,2,61.0,2
881,Bannerghatta Road,1136.0,2,48.0,2
882,Bannerghatta Road,2700.0,4,260.0,4
883,Bannerghatta Road,1200.0,2,69.0,3
884,Bannerghatta Road,1465.0,2,76.0,3
885,Bannerghatta Road,1302.5,2,67.73,2
886,Bannerghatta Road,1200.0,2,65.0,2
887,Bannerghatta Road,1240.0,2,65.0,2
888,Bannerghatta Road,1476.0,3,125.0,3
889,Bannerghatta Road,1100.0,2,52.0,3
890,Bannerghatta Road,1532.5,3,84.29,3
891,Bannerghatta Road,1465.0,2,45.87,3
892,Bannerghatta Road,1268.0,2,69.0,2
893,Bannerghatta Road,1450.0,2,87.0,3
894,Bannerghatta Road,2932.0,5,195.0,4
895,Bannerghatta Road,1450.0,3,44.0,3
896,Bannerghatta Road,1625.0,2,75.0,3
897,Bannerghatta Road,960.0,2,58.0,2
898,Bannerghatta Road,1750.0,3,130.0,3
899,Bannerghatta Road,1275.0,2,73.0,2
900,Bannerghatta Road,1430.0,3,59.0,3
901,Bannerghatta Road,1240.0,2,71.0,2
902,Bannerghatta Road,1305.0,2,60.0,3
903,Bannerghatta Road,1215.0,2,68.0,2
904,Bannerghatta Road,1215.0,2,68.0,2
905,Bannerghatta Road,1894.0,3,115.0,3
906,Bannerghatta Road,1655.0,2,62.89,3
907,Bannerghatta Road,1693.0,3,89.0,3
908,Bannerghatta Road,1280.0,2,60.16,2
909,Bannerghatta Road,3230.0,5,165.0,4
910,Bannerghatta Road,630.0,1,35.0,1
911,Bannerghatta Road,1215.0,2,68.0,2
912,Bannerghatta Road,1365.0,3,76.18,3
913,Bannerghatta Road,1115.0,2,78.0,2
914,Bannerghatta Road,1532.5,3,79.465,3
915,Bannerghatta Road,1535.0,3,60.0,3
916,Bannerghatta Road,1655.0,3,90.0,3
917,Bannerghatta Road,1247.0,2,47.39,2
918,Bannerghatta Road,1237.5,2,49.49,2
919,Bannerghatta Road,1650.0,3,94.0,3
920,Bannerghatta Road,905.0,2,65.0,2
921,Bannerghatta Road,1000.0,2,50.0,2
922,Bannerghatta Road,2185.0,3,120.0,4
923,Bannerghatta Road,1012.0,2,45.0,2
924,Bannerghatta Road,1725.0,3,85.0,3
925,Bannerghatta Road,1460.0,2,80.0,3
926,Bannerghatta Road,1340.0,2,85.0,2
927,Bannerghatta Road,1711.0,3,125.0,3
928,Bannerghatta Road,1520.0,2,81.0,3
929,Bannerghatta Road,2826.0,3,148.0,3
930,Bannerghatta Road,1115.0,2,61.0,2
931,Bannerghatta Road,1154.0,2,47.0,2
932,Bannerghatta Road,1000.0,2,44.5,2
933,Bannerghatta Road,1250.0,2,48.0,2
934,Bannerghatta Road,1640.0,3,105.0,3
935,Bannerghatta Road,1656.0,2,62.93,3
936,Bannerghatta Road,1012.0,2,44.0,2
937,Bannerghatta Road,1527.0,3,115.0,3
938,Bannerghatta Road,1660.0,3,85.0,3
939,Bannerghatta Road,1880.0,3,96.5,3
940,Bannerghatta Road,1550.0,3,96.0,3
941,Bannerghatta Road,1200.0,2,78.0,2
942,Bannerghatta Road,1885.0,3,125.0,3
943,Bannerghatta Road,1453.0,2,73.0,3
944,Bannerghatta Road,1450.0,2,78.0,3
945,Bannerghatta Road,700.0,1,31.2,1
946,Bannerghatta Road,1630.0,3,68.0,3
947,Bannerghatta Road,1400.0,3,69.0,3
948,Bannerghatta Road,905.0,2,58.0,2
949,Bannerghatta Road,1465.0,2,75.0,3
950,Bannerghatta Road,1920.0,3,122.0,3
951,Bannerghatta Road,2400.0,4,180.0,4
952,Bannerghatta Road,1660.0,3,80.0,3
953,Bannerghatta Road,1270.0,2,45.0,2
954,Bannerghatta Road,1520.0,2,80.0,3
955,Bannerghatta Road,1270.0,2,73.0,3
956,Bannerghatta Road,1846.0,3,120.0,3
957,Bannerghatta Road,3000.0,4,140.0,4
958,Bannerghatta Road,1122.5,2,61.74,2
959,Bannerghatta Road,1655.0,3,95.0,3
960,Bannerghatta Road,1206.0,2,53.0,2
961,Bannerghatta Road,1150.0,2,55.0,2
962,Bannerghatta Road,1215.0,2,65.0,2
963,Bannerghatta Road,1510.0,2,110.0,3
964,Bannerghatta Road,1022.0,2,35.0,2
965,Bannerghatta Road,1246.0,2,47.35,2
966,Bannerghatta Road,1470.0,2,85.0,3
967,Bannerghatta Road,1160.0,2,45.0,2
968,Bannerghatta Road,970.0,2,57.0,2
969,Bannerghatta Road,1527.0,3,142.0,3
970,Basavangudi,1125.0,4,180.0,4
971,Basavangudi,2200.0,2,162.0,3
972,Basavangudi,2337.0,4,292.0,3
973,Basavangudi,2350.0,3,300.0,3
974,Basavangudi,1500.0,2,143.0,3
975,Basavangudi,1850.0,3,168.0,3
976,Basavangudi,600.0,1,97.5,1
977,Basavangudi,2150.0,3,265.0,3
978,Basavangudi,1036.0,2,105.0,2
979,Basavangudi,2500.0,4,150.0,4
980,Basavangudi,2600.0,4,260.0,4
981,Basavangudi,2300.0,3,317.0,3
982,Basavangudi,1600.0,2,160.0,3
983,Basavangudi,1560.0,2,145.0,2
984,Basavangudi,1825.0,3,175.0,3
985,Basavangudi,1800.0,3,195.0,3
986,Basavangudi,1100.0,2,93.0,2
987,Basavangudi,670.0,1,50.0,1
988,Basavangudi,1542.14,3,120.0,3
989,Basavangudi,1050.0,2,103.0,2
990,Basavangudi,1350.0,2,130.0,3
991,Basavangudi,1485.0,3,140.0,3
992,Basavangudi,1180.0,2,124.0,2
993,Basavangudi,1600.0,3,130.0,3
994,Basavangudi,1200.0,2,120.0,2
995,Basavangudi,1850.0,3,150.0,3
996,Basavangudi,1230.0,2,80.0,2
997,Basavangudi,2350.0,3,300.0,3
998,Basavangudi,2453.0,3,250.0,4
999,Basavangudi,1650.0,3,125.0,3
1000,Basaveshwara Nagar,4500.0,5,415.0,5
1001,Basaveshwara Nagar,1865.0,3,145.0,3
1002,Basaveshwara Nagar,1200.0,2,90.0,2
1003,Basaveshwara Nagar,2400.0,4,310.0,5
1004,Basaveshwara Nagar,1200.0,2,80.0,2
1005,Basaveshwara Nagar,900.0,2,60.0,2
1006,Basaveshwara Nagar,1900.0,3,150.0,3
1007,Basaveshwara Nagar,1200.0,2,85.0,2
1008,Basaveshwara Nagar,1200.0,2,70.0,2
1009,Battarahalli,1200.0,2,65.0,2
1010,Battarahalli,1779.0,3,89.61,3
1011,Battarahalli,1300.0,2,50.0,2
1012,Battarahalli,1945.0,3,97.42,3
1013,Battarahalli,1777.0,3,100.0,3
1014,Battarahalli,1135.0,2,43.0,2
1015,Battarahalli,1276.0,2,45.0,2
1016,Battarahalli,1880.0,3,94.36,3
1017,Battarahalli,1071.0,2,62.0,2
1018,Battarahalli,1165.0,2,43.0,2
1019,Battarahalli,1636.0,2,82.89,2
1020,Battarahalli,1779.0,3,90.0,3
1021,Battarahalli,1516.0,3,65.0,3
1022,Battarahalli,1090.0,2,38.37,2
1023,Battarahalli,2082.0,3,104.0,3
1024,Battarahalli,1590.0,2,102.0,2
1025,Battarahalli,2024.0,3,103.0,3
1026,Battarahalli,1097.0,2,49.0,2
1027,Begur,1664.0,4,65.0,4
1028,Begur,1419.0,2,59.0,3
1029,Begur,1580.0,3,75.0,3
1030,Begur,1559.0,3,63.0,3
1031,Begur,1445.0,2,47.1,3
1032,Begur,1475.0,2,74.0,3
1033,Begur,3500.0,4,185.0,3
1034,Begur,1100.0,2,55.0,2
1035,Begur,1306.0,2,65.0,2
1036,Begur,1304.0,3,65.0,3
1037,Begur,1411.0,2,60.0,3
1038,Begur,815.0,2,40.0,2
1039,Begur,1443.0,2,70.0,3
1040,Begur Road,1200.0,2,44.0,2
1041,Begur Road,1200.0,2,46.8,2
1042,Begur Road,1160.0,2,44.0,2
1043,Begur Road,1584.0,3,65.0,3
1044,Begur Road,1500.0,2,54.0,3
1045,Begur Road,1615.0,3,59.76,3
1046,Begur Road,1200.0,2,43.2,2
1047,Begur Road,1160.0,2,44.08,2
1048,Begur Road,1200.0,2,45.0,2
1049,Begur Road,1615.0,3,60.0,3
1050,Begur Road,1410.0,2,53.0,3
1051,Begur Road,1200.0,2,37.8,2
1052,Begur Road,1160.0,2,40.59,2
1053,Begur Road,1260.0,2,46.62,2
1054,Begur Road,1600.0,3,58.14,3
1055,Begur Road,1410.0,2,44.42,3
1056,Begur Road,1160.0,2,36.0,2
1057,Begur Road,1500.0,2,70.0,3
1058,Begur Road,1160.0,2,42.0,2
1059,Begur Road,1240.0,2,39.06,2
1060,Begur Road,1200.0,2,45.0,2
1061,Begur Road,1500.0,2,55.0,3
1062,Begur Road,1410.0,2,52.17,3
1063,Begur Road,1615.0,3,58.0,3
1064,Begur Road,1583.0,3,74.4,3
1065,Begur Road,1170.0,2,46.0,2
1066,Begur Road,1160.0,2,42.92,2
1067,Begur Road,1410.0,2,52.17,3
1068,Begur Road,1410.0,2,50.06,3
1069,Begur Road,1565.0,2,59.76,3
1070,Begur Road,1160.0,2,42.0,2
1071,Begur Road,1400.0,2,50.06,3
1072,Begur Road,1410.0,2,53.58,3
1073,Begur Road,1200.0,2,45.0,2
1074,Begur Road,1200.0,2,42.6,2
1075,Begur Road,1160.0,2,42.0,2
1076,Begur Road,1334.0,2,42.69,2
1077,Begur Road,1565.0,2,57.91,3
1078,Begur Road,1200.0,2,45.6,2
1079,Begur Road,1215.0,2,43.13,2
1080,Begur Road,1160.0,2,36.54,2
1081,Begur Road,1615.0,3,50.87,3
1082,Begur Road,1200.0,2,44.4,2
1083,Begur Road,1565.0,2,49.3,3
1084,Begur Road,1260.0,2,39.69,2
1085,Begur Road,1160.0,2,44.0,2
1086,Begur Road,1410.0,2,49.34,3
1087,Begur Road,952.0,2,42.0,2
1088,Begur Road,1565.0,2,56.34,3
1089,Begur Road,1565.0,2,56.0,3
1090,Begur Road,1200.0,2,42.0,2
1091,Begur Road,1240.0,2,45.88,2
1092,Begur Road,1200.0,3,50.0,3
1093,Begur Road,1410.0,2,44.42,3
1094,Begur Road,1200.0,2,44.0,2
1095,Begur Road,1500.0,2,47.25,3
1096,Begur Road,1100.0,2,42.6,2
1097,Begur Road,1565.0,2,57.91,3
1098,Begur Road,1200.0,2,44.4,2
1099,Begur Road,1160.0,2,36.54,2
1100,Begur Road,1215.0,2,43.75,2
1101,Begur Road,1200.0,2,44.73,2
1102,Begur Road,1160.0,2,42.0,2
1103,Begur Road,1410.0,2,54.99,3
1104,Bellandur,1767.0,3,103.0,3
1105,Bellandur,1205.0,2,66.0,2
1106,Bellandur,1250.0,2,76.0,2
1107,Bellandur,1000.0,2,50.0,2
1108,Bellandur,1281.0,2,74.0,2
1109,Bellandur,921.0,2,40.0,2
1110,Bellandur,2025.0,4,109.0,4
1111,Bellandur,1490.0,2,98.0,3
1112,Bellandur,1398.0,3,68.0,3
1113,Bellandur,2039.0,3,168.0,3
1114,Bellandur,1605.0,3,85.0,3
1115,Bellandur,1692.0,3,88.0,3
1116,Bellandur,1220.0,2,60.0,2
1117,Bellandur,1299.0,2,82.0,2
1118,Bellandur,900.0,2,56.0,2
1119,Bellandur,1350.0,2,79.0,2
1120,Bellandur,1286.0,2,57.0,2
1121,Bellandur,3016.0,4,230.0,4
1122,Bellandur,1457.0,2,85.0,2
1123,Bellandur,1195.0,2,51.0,2
1124,Bellandur,1050.0,2,72.0,2
1125,Bellandur,3600.0,4,260.0,4
1126,Bellandur,1310.0,2,72.0,2
1127,Bellandur,924.0,2,35.11,2
1128,Bellandur,1785.0,3,118.0,3
1129,Bellandur,1051.0,2,60.0,2
1130,Bellandur,1450.0,3,68.0,3
1131,Bellandur,1060.0,2,65.0,2
1132,Bellandur,1100.0,2,62.0,2
1133,Bellandur,1550.0,2,59.0,2
1134,Bellandur,924.0,2,35.11,2
1135,Bellandur,1400.0,2,44.81,3
1136,Bellandur,1685.0,3,100.0,3
1137,Bellandur,982.0,2,55.0,2
1138,Bellandur,981.0,2,37.28,2
1139,Bellandur,1205.0,2,59.0,2
1140,Bellandur,1063.0,2,58.0,2
1141,Bellandur,1201.0,2,59.99,2
1142,Bellandur,1325.0,2,65.0,2
1143,Bellandur,1281.0,2,87.0,2
1144,Bellandur,2000.0,3,85.0,3
1145,Bellandur,1200.0,2,52.0,2
1146,Bellandur,1785.0,3,120.0,3
1147,Bellandur,1088.0,2,48.0,2
1148,Bellandur,1310.0,2,85.0,2
1149,Bellandur,982.0,2,37.28,2
1150,Bellandur,1465.0,3,90.0,2
1151,Bellandur,1767.0,3,109.0,3
1152,Bellandur,924.0,2,35.11,2
1153,Bellandur,3600.0,4,245.0,4
1154,Bellandur,1170.0,2,46.79,2
1155,Bellandur,1150.0,2,69.44,2
1156,Bellandur,1200.0,2,45.0,2
1157,Bellandur,1830.0,3,90.0,3
1158,Bellandur,1410.0,3,92.0,2
1159,Bellandur,950.0,2,35.0,2
1160,Bellandur,1015.0,2,60.0,2
1161,Bellandur,2500.0,4,112.0,3
1162,Bellandur,1685.0,3,101.0,3
1163,Bellandur,1735.0,3,105.0,3
1164,Bellandur,1685.0,3,115.0,3
1165,Bellandur,1846.0,3,135.0,3
1166,Bellandur,1049.0,2,51.0,2
1167,Bellandur,1350.0,2,63.0,3
1168,Bellandur,1211.0,2,63.0,2
1169,Bellandur,1717.0,3,110.0,3
1170,Bellandur,1420.0,3,62.0,3
1171,Bellandur,1185.0,2,47.39,2
1172,Bellandur,1200.0,2,62.0,2
1173,Bellandur,1767.0,3,89.0,3
1174,Bellandur,1830.0,3,89.0,3
1175,Bellandur,2400.0,3,115.0,3
1176,Bellandur,1251.0,2,47.0,2
1177,Bellandur,1665.0,3,85.0,3
